time,cadence,heartrate,distance,altitude,lat,lng,velocity,fixed_altitude
2190,97,191,7695.2,12.6,45.50589,-73.52223,5.4,4
2191,95,191,7700.9,12.6,45.50584,-73.52222,5.7,4
2192,94,191,7706.5,12.6,45.5058,-73.5222,5.6,4
2193,94,191,7712,12.6,45.505753,-73.52219,5.5,4
2194,95,191,7717,12.6,45.50571,-73.52217,5,4
2195,96,192,7722,12.6,45.505665,-73.522156,5,4
2196,95,192,7726.8,12.8,45.505623,-73.52215,4.8,4
2197,94,192,7731.9,12.8,45.50556,-73.52213,5.1,4
2198,96,192,7736.2,12.8,45.50552,-73.522125,4.3,4
2199,96,192,7742.4,12.8,45.505474,-73.52211,6.2,4
2200,96,192,7746.6,12.8,45.50543,-73.522095,4.2,4
2201,96,192,7752.4,12.8,45.505383,-73.52208,5.8,4
2202,96,192,7757.8,12.8,45.505325,-73.522064,5.4,4
2203,95,192,7763.3,12.8,45.505283,-73.52206,5.5,4
2204,96,191,7769.3,12.8,45.505245,-73.52205,6,4
2205,96,191,7774.8,12.8,45.505196,-73.52203,5.5,4
2206,96,191,7779.6,12.8,45.505146,-73.52202,4.8,4
2207,96,191,7785.4,12.8,45.505096,-73.522,5.8,4
2208,96,191,7790.2,12.8,45.505047,-73.52199,4.8,4
2209,96,191,7796.1,13,45.504993,-73.52197,5.9,4
2210,96,191,7801.8,13,45.50493,-73.52194,5.7,4
2211,96,191,7807.8,13,45.504875,-73.52193,6,4
2212,96,190,7814.9,13,45.504833,-73.52191,7.1,4
2213,96,190,7820.7,13.2,45.50478,-73.52189,5.8,4
2214,96,190,7826.7,13.2,45.50473,-73.521866,6,4
2215,96,190,7833.6,13.2,45.50468,-73.52185,6.9,4
2216,96,190,7839.8,13.2,45.50463,-73.52183,6.2,4
2217,96,190,7845.8,13.2,45.50458,-73.52181,6,4
2218,96,190,7851.8,13.2,45.50453,-73.5218,6,4
2219,96,190,7857.8,13.2,45.50448,-73.52178,6,4
2220,96,190,7863.3,13.4,45.50442,-73.52177,5.5,4
2221,96,190,7868.2,13.4,45.504383,-73.52175,4.9,4
2222,96,191,7874.2,13.4,45.504333,-73.521736,6,4
2223,96,191,7879.7,13.4,45.504272,-73.52171,5.5,4
2224,96,191,7885.5,13.4,45.50423,-73.5217,5.8,4
2225,96,191,7891.7,13.4,45.50418,-73.52168,6.2,4
2226,96,191,7897,13.6,45.504135,-73.52166,5.3,4
2227,96,191,7902.7,13.6,45.504086,-73.521645,5.7,4
2228,96,191,7908.3,13.6,45.50404,-73.52163,5.6,4
2229,96,191,7913.8,13.6,45.50399,-73.521614,5.5,4
2230,96,191,7919.2,13.6,45.503944,-73.52161,5.4,4
2231,96,191,7924.2,13.6,45.503883,-73.52158,5,4
2232,96,191,7930.2,13.8,45.503822,-73.52156,6,4
2233,96,191,7936.6,13.8,45.50377,-73.521545,6.4,4
2234,96,191,7942.5,13.8,45.50373,-73.52154,5.9,4
2235,96,191,7949,13.8,45.50368,-73.521515,6.5,4
2236,96,191,7954.4,13.8,45.503628,-73.5215,5.4,4
2237,96,191,7960.3,14,45.50357,-73.52149,5.9,4
2238,96,191,7966.6,14,45.503513,-73.52148,6.3,4
2239,96,191,7972.8,14,45.503468,-73.52147,6.2,4
2240,96,191,7979.3,14,45.50343,-73.52146,6.5,4
2241,96,191,7985.2,14,45.503372,-73.52145,5.9,4
2242,96,191,7989.5,14,45.503326,-73.52143,4.3,4
2243,96,191,7994.8,14.2,45.50329,-73.52142,5.3,4
2244,98,191,8000,14.2,45.50324,-73.52141,5.2,4
2245,97,191,8005.6,14.2,45.503193,-73.5214,5.6,4
2246,97,191,8010.7,14.2,45.503143,-73.521385,5.1,4
2247,97,191,8015.7,14.2,45.503094,-73.52137,5,4
2248,97,191,8020.6,14.2,45.503048,-73.52136,4.9,4
2249,97,191,8025.5,14.2,45.503,-73.52135,4.9,4
2250,97,191,8030.9,14.2,45.502953,-73.52133,5.4,4
2251,97,191,8036.9,14.2,45.502914,-73.52132,6,4
2252,97,191,8041.8,14.2,45.502884,-73.5213,4.9,4
2253,91,190,8046.2,14.2,45.502857,-73.521286,4.4,4
2254,85,188,8050.6,14.2,45.50284,-73.52128,4.4,4
2255,83,189,8053.9,14,45.502823,-73.52127,3.3,4
2256,75,189,8056.2,14,45.502804,-73.52127,2.3,4
2257,68,189,8057.8,14,45.5028,-73.52127,1.6,4
2258,65,189,8058.9,14,45.50279,-73.52126,1.1,4
2259,62,187,8058.9,13.8,45.502777,-73.52126,0,4
2260,61,183,8058.9,13.8,45.502766,-73.52126,0,4
2261,60,183,8058.9,13.8,45.502754,-73.521255,0,4
2262,60,180,8058.9,13.8,45.502747,-73.521255,0,4
2263,60,177,8058.9,13.6,45.502735,-73.521255,0,4
2264,60,173,8058.9,13.6,45.50272,-73.521255,0,4
2265,59,173,8059.5,13.4,45.502712,-73.52125,0.6,4
2266,59,173,8060.4,13.4,45.502705,-73.52125,0.9,4
2267,59,172,8061.3,13.2,45.502693,-73.52125,0.9,4
2268,59,170,8062.5,13.2,45.502686,-73.52124,1.2,4
2269,59,171,8063.6,13.2,45.502678,-73.52124,1.1,4
2270,59,172,8064.6,13.2,45.502666,-73.52123,1,4
2271,59,172,8065.5,13.2,45.50266,-73.521225,0.9,4
2272,59,171,8066.5,13,45.502644,-73.52123,1,4
2273,59,171,8067.7,13,45.502636,-73.521225,1.2,4
2274,59,169,8068.9,13,45.50262,-73.521225,1.2,4
2275,59,167,8070,12.8,45.502613,-73.52122,1.1,4
2276,59,167,8071.4,12.8,45.5026,-73.521225,1.4,4
2277,59,164,8072.8,12.8,45.50259,-73.52123,1.4,4
2278,59,165,8074,12.6,45.50259,-73.52123,1.2,4
2279,59,164,8075.2,12.6,45.502598,-73.52124,1.2,4
2280,59,162,8075.7,12.6,45.5026,-73.52124,0.5,4
2281,59,162,8075.9,12.4,45.502617,-73.52124,0.2,4
2282,59,160,8076,12.4,45.502625,-73.52123,0.1,4
2283,59,161,8076.5,12.4,45.502636,-73.52123,0.5,4
2284,57,162,8076.7,12.4,45.502644,-73.52123,0.2,4
2285,57,160,8076.8,12.4,45.502655,-73.52123,0.1,4
2286,53,160,8077,12.4,45.502666,-73.52124,0.2,4
2287,53,157,8078.1,12.4,45.502678,-73.52124,1.1,4
2288,53,155,8080.1,12.2,45.502686,-73.52125,2,4
2289,51,151,8081.7,12.2,45.502693,-73.521255,1.6,4
2290,52,149,8083.1,12,45.502705,-73.52127,1.4,4
2291,52,149,8084.6,12,45.502716,-73.52128,1.5,4
2292,54,148,8085.8,12,45.502728,-73.52128,1.2,4
2293,54,146,8087.1,11.8,45.50273,-73.52127,1.3,4
2294,54,142,8088.2,11.8,45.502728,-73.52126,1.1,4
2295,54,140,8088.9,11.8,45.502716,-73.52126,0.7,4
2296,54,140,8088.9,11.8,45.502705,-73.52126,0,4
2297,55,140,8088.9,11.8,45.502693,-73.521255,0,4
2298,55,139,8089.8,11.8,45.50269,-73.52125,0.9,4
2299,56,136,8090.3,11.6,45.50267,-73.52125,0.5,4
2300,57,136,8090.3,11.6,45.502655,-73.521255,0,4
2301,57,136,8090.3,11.6,45.502647,-73.52126,0,4
2302,57,135,8091.4,11.4,45.50264,-73.52126,1.1,4
2303,56,135,8093.6,11.4,45.50263,-73.52126,2.2,4
2304,52,134,8095.5,11.4,45.50263,-73.52126,1.9,4
2305,52,134,8097,11.2,45.502625,-73.52126,1.5,4
2306,50,134,8097.6,11.2,45.50262,-73.521255,0.6,4
2307,50,135,8098,11.2,45.502617,-73.521255,0.4,4
2308,49,135,8098.4,11.2,45.50261,-73.521255,0.4,4
2309,49,135,8099.2,11.2,45.502605,-73.52126,0.8,4
2310,49,135,8099.3,11,45.50261,-73.52126,0.1,4
2311,49,135,8099.3,11,45.502617,-73.52126,0,4
2312,49,133,8099.3,10.8,45.502625,-73.52126,0,4
2313,49,131,8099.3,10.8,45.50263,-73.521255,0,4
2314,51,130,8099.3,10.8,45.502632,-73.521255,0,4
2315,52,130,8099.3,10.6,45.50264,-73.521255,0,4
2316,52,130,8099.3,10.6,45.502644,-73.521255,0,4
2317,54,130,8099.3,10.6,45.502647,-73.521255,0,4
2318,54,130,8099.7,10.6,45.502655,-73.52126,0.4,4
2319,53,129,8100.8,10.6,45.50266,-73.52127,1.1,4
2320,53,129,8101.8,10.6,45.502666,-73.52128,1,4
2321,52,129,8102.6,10.6,45.502674,-73.52128,0.8,4
2322,52,128,8103.4,10.6,45.50268,-73.52128,0.8,4
2323,51,127,8104.1,10.6,45.50269,-73.52128,0.7,4
2324,49,125,8105.1,10.6,45.502686,-73.52127,1,4
2325,49,125,8105.7,10.6,45.50268,-73.52126,0.6,4
2326,49,125,8106.1,10.6,45.502674,-73.52126,0.4,4
2327,49,125,8106.3,10.6,45.502666,-73.52126,0.2,4
2328,49,124,8106.9,10.6,45.50266,-73.52126,0.6,4
2329,49,124,8107.3,10.6,45.502647,-73.52127,0.4,4
2330,49,124,8107.4,10.6,45.502644,-73.521286,0.1,4
2331,49,124,8107.8,10.6,45.50264,-73.52129,0.4,4
2332,49,124,8108.1,10.6,45.502644,-73.52129,0.3,4
2333,49,123,8109.1,10.6,45.50265,-73.52129,1,4
2334,49,122,8110,10.6,45.50266,-73.521286,0.9,4
2335,49,121,8110.2,10.6,45.502666,-73.521286,0.2,4
2336,49,121,8110.6,10.6,45.50267,-73.521286,0.4,4
2337,49,120,8111.3,10.6,45.502678,-73.521286,0.7,4
2338,49,120,8111.5,10.6,45.50268,-73.521286,0.2,4
2339,49,121,8111.6,10.6,45.50269,-73.521286,0.1,4
2340,49,120,8111.6,10.6,45.502693,-73.52129,0,4
2341,49,120,8112.2,10.6,45.502693,-73.52129,0.6,4
2342,49,120,8113.2,10.6,45.502697,-73.521286,1,4
2343,49,119,8113.8,10.6,45.5027,-73.52128,0.6,4
2344,49,119,8114.1,10.6,45.5027,-73.52128,0.3,4
2345,49,118,8114.3,10.6,45.502705,-73.52127,0.2,4
2346,49,118,8114.4,10.6,45.50271,-73.52127,0.1,4
2347,49,118,8114.4,10.6,45.50271,-73.52127,0,4
2348,0,118,8114.4,10.6,45.50271,-73.52127,0,4
2349,0,117,8114.4,10.6,45.50271,-73.52127,0,4
2350,0,116,8114.4,10.6,45.50271,-73.52127,0,4
2351,0,116,8114.4,10.6,45.50271,-73.52127,0,4
2352,0,115,8114.4,10.6,45.50271,-73.52127,0,4
2353,0,115,8114.4,10.6,45.50271,-73.52127,0,4
2354,0,116,8114.4,10.6,45.502728,-73.52128,0,4
2355,0,116,8114.4,10.6,45.502747,-73.521286,0,4
2356,50,116,8114.7,10.6,45.502766,-73.52129,0.3,4
2357,50,116,8116.1,10.6,45.50279,-73.52129,1.4,4
2358,53,117,8118.1,10.6,45.50281,-73.5213,2,4
2359,65,117,8120.8,10.6,45.50284,-73.52132,2.7,4
2360,65,118,8124.1,10.6,45.502876,-73.52133,3.3,4
2361,65,118,8128.1,10.6,45.50291,-73.52135,4,4
2362,75,118,8133,10.6,45.502953,-73.521355,4.9,4
2363,88,118,8138.3,10.6,45.502995,-73.52137,5.3,4
2364,91,118,8144.1,10.6,45.503036,-73.52138,5.8,4
2365,93,117,8149.3,10.6,45.503086,-73.52139,5.2,4
2366,93,117,8155.2,10.6,45.50313,-73.52141,5.9,4
2367,93,118,8161.5,10.6,45.50318,-73.521416,6.3,4
2368,95,118,8167.9,10.8,45.503227,-73.52144,6.4,4
2369,96,118,8174.2,10.8,45.503277,-73.521454,6.3,4
2370,96,118,8180.5,10.8,45.503326,-73.52148,6.3,4
2371,96,118,8186.7,11,45.50338,-73.52149,6.2,4
2372,96,117,8192.8,11,45.50343,-73.52151,6.1,4
2373,96,116,8198.9,11,45.503483,-73.52152,6.101,4
2374,96,114,8205.2,11,45.503536,-73.52153,6.3,4
2375,96,114,8211.5,11,45.503586,-73.521545,6.3,4
2376,96,114,8217.6,11,45.50364,-73.52155,6.1,4
2377,96,114,8223.7,11,45.50369,-73.52157,6.101,4
2378,96,113,8229.8,11,45.50374,-73.52158,6.1,4
2379,96,114,8235.7,11,45.503788,-73.52159,5.9,4
2380,96,117,8241.4,11,45.503838,-73.52161,5.7,4
2381,98,117,8247.4,11,45.503887,-73.52164,6,4
2382,97,121,8253,11,45.503944,-73.52165,5.6,4
2383,97,125,8259,11,45.503994,-73.521675,6,4
2384,97,129,8264.9,11,45.504047,-73.52169,5.9,4
2385,97,132,8271,11,45.504097,-73.521706,6.1,4
2386,97,132,8276.9,11,45.504147,-73.52172,5.9,4
2387,97,133,8282.7,11,45.5042,-73.52174,5.8,4
2388,97,134,8288.8,11,45.504253,-73.52176,6.1,4
2389,97,141,8295.1,11,45.504303,-73.521774,6.3,4
2390,97,144,8301.1,11,45.504353,-73.52179,6,4
2391,97,144,8307.1,11,45.504402,-73.521805,6,4
2392,97,144,8312.8,11,45.50445,-73.52182,5.7,4
2393,98,143,8318.3,11,45.5045,-73.52184,5.5,4
2394,97,146,8323.9,11,45.50455,-73.52186,5.601,4
2395,97,146,8329.6,11,45.5046,-73.521866,5.699,4
2396,97,146,8335.3,11,45.50465,-73.52188,5.7,4
2397,97,149,8340.9,11,45.504704,-73.5219,5.601,4
2398,97,152,8346.4,11,45.50475,-73.52191,5.5,4
2399,97,155,8352.2,11,45.5048,-73.52193,5.8,4
2400,97,158,8357.8,11.2,45.50485,-73.52194,5.6,4
2401,97,158,8363.5,11.2,45.5049,-73.521965,5.7,4
2402,97,161,8369.2,11.2,45.50495,-73.52198,5.7,4
2403,97,163,8375.1,11.2,45.505,-73.521996,5.899,4
2404,97,165,8380.9,11.2,45.50505,-73.522,5.801,4
2405,97,166,8386.5,11.2,45.5051,-73.52202,5.6,4
2406,97,166,8392.3,11.2,45.50515,-73.52203,5.8,4
2407,97,167,8397.9,11.4,45.505196,-73.52205,5.601,4
2408,97,167,8403.5,11.4,45.505245,-73.522064,5.6,4
2409,97,167,8409.1,11.4,45.505295,-73.52208,5.6,4
2410,97,168,8414.4,11.4,45.505344,-73.522095,5.301,4
2411,97,168,8420,11.4,45.505394,-73.52211,5.6,4
2412,97,169,8425.5,11.4,45.505444,-73.522125,5.5,4
2413,97,170,8431,11.2,45.505493,-73.52213,5.5,4
2414,98,171,8436.6,11.2,45.505543,-73.52215,5.6,4
2415,97,171,8442.4,11.2,45.505592,-73.52216,5.801,4
2416,97,171,8448.2,11.2,45.505642,-73.52218,5.8,4
2417,97,171,8453.9,11.2,45.50569,-73.5222,5.7,4
2418,97,171,8459.7,11.2,45.50574,-73.522224,5.8,4
2419,97,170,8465.6,11,45.505787,-73.52224,5.899,4
2420,97,170,8471.3,11,45.505833,-73.52226,5.7,4
2421,97,170,8476.8,10.8,45.50588,-73.522285,5.5,4
2422,97,170,8482.1,10.8,45.505924,-73.5223,5.3,4
2423,97,170,8487.6,10.6,45.505974,-73.52231,5.5,4
2424,97,170,8493,10.6,45.506023,-73.522316,5.4,4
2425,97,169,8498.3,10.6,45.506077,-73.52233,5.3,4
2426,97,169,8503.8,10.4,45.506123,-73.52235,5.5,4
2427,97,167,8509.4,10.2,45.50617,-73.52236,5.601,4
2428,97,166,8514.7,10.2,45.506218,-73.52238,5.3,4
2429,97,163,8520.1,10,45.506264,-73.52239,5.399,4
2430,97,163,8525.6,10,45.506313,-73.5224,5.5,4
2431,97,163,8531.2,10,45.506363,-73.5224,5.601,4
2432,97,162,8536.7,9.8,45.50641,-73.52241,5.5,4
2433,97,162,8542.1,9.6,45.50646,-73.522415,5.399,4
2434,97,161,8547.6,9.4,45.506508,-73.52242,5.5,4
2435,97,161,8552.7,9.4,45.506554,-73.52244,5.101,4
2436,97,161,8558.1,9.2,45.506603,-73.522446,5.399,4
2437,97,161,8563.5,9.2,45.50665,-73.52246,5.4,4
2438,97,161,8568.9,9.2,45.506695,-73.52248,5.4,4
2439,97,162,8574.4,9,45.506744,-73.52249,5.5,4
2440,97,163,8579.8,9,45.50679,-73.52251,5.399,4
2441,97,163,8585.4,8.8,45.50684,-73.52252,5.601,4
2442,97,163,8590.7,8.8,45.50688,-73.52253,5.3,4
2443,97,163,8596.1,8.6,45.50693,-73.52255,5.399,4
2444,97,163,8601.3,8.6,45.50698,-73.52256,5.2,4
2445,97,163,8606.8,8.6,45.50703,-73.522575,5.5,4
2446,97,163,8612.3,8.6,45.50708,-73.52259,5.5,4
2447,97,163,8617.9,8.4,45.507126,-73.522606,5.601,4
2448,97,163,8623.4,8.4,45.507175,-73.52261,5.5,4
2449,97,163,8628.9,8.4,45.507225,-73.52263,5.5,4
2450,97,163,8634.6,8.2,45.507275,-73.52264,5.699,4
2451,97,163,8640.3,8.2,45.50732,-73.522644,5.7,4
2452,97,163,8645.7,8.2,45.507366,-73.52266,5.4,4
2453,97,163,8651.3,8.2,45.507416,-73.522675,5.6,4
2454,97,163,8656.6,8,45.50746,-73.52268,5.3,4
2455,97,163,8662.1,8,45.507515,-73.5227,5.5,4
2456,97,163,8667.5,8,45.50756,-73.52271,5.4,4
2457,97,164,8673,8,45.50761,-73.52272,5.5,4
2458,97,164,8678.5,8,45.50766,-73.522736,5.5,4
2459,97,164,8684,8,45.50771,-73.52275,5.5,4
2460,97,165,8689.6,8,45.50776,-73.522766,5.6,4
2461,97,165,8695.4,8,45.507805,-73.52278,5.801,4
2462,97,165,8701,8,45.507854,-73.5228,5.6,4
2463,97,164,8706.7,8.2,45.5079,-73.52281,5.7,4
2464,97,161,8712.2,8.2,45.50795,-73.52283,5.5,4
2465,97,159,8717.9,8.2,45.508003,-73.52285,5.7,4
2466,97,159,8723.5,8.4,45.508053,-73.52286,5.6,4
2467,97,158,8729.2,8.4,45.5081,-73.52287,5.7,4
2468,97,157,8734.9,8.6,45.50815,-73.52289,5.7,4
2469,97,158,8740.5,8.6,45.508194,-73.52291,5.6,4
2470,97,159,8746,8.6,45.508244,-73.52293,5.5,4
2471,97,159,8751.6,8.6,45.508293,-73.52295,5.6,4
2472,97,159,8757.2,8.8,45.508343,-73.52297,5.601,4
2473,97,159,8762.9,8.8,45.508392,-73.52299,5.7,4
2474,97,160,8768.6,8.8,45.508442,-73.52301,5.699,4
2475,97,160,8774.5,9,45.50849,-73.52302,5.9,4
2476,97,160,8780.1,9,45.508537,-73.52303,5.6,4
2477,97,160,8785.6,9,45.508587,-73.52305,5.5,4
2478,97,160,8791.2,9,45.508636,-73.523056,5.601,4
2479,97,160,8796.7,9,45.508682,-73.52308,5.5,4
2480,97,160,8802.6,9,45.50873,-73.5231,5.899,4
2481,97,160,8808.1,9.2,45.50878,-73.52312,5.5,4
2482,97,161,8813.7,9.2,45.50883,-73.523125,5.601,4
2483,97,161,8819.2,9.2,45.50888,-73.52314,5.5,4
2484,97,161,8824.6,9.2,45.50893,-73.523155,5.399,4
2485,98,161,8830.3,9.2,45.508976,-73.52318,5.7,4
2486,97,161,8835.9,9.2,45.50903,-73.523186,5.601,4
2487,97,161,8841.6,9.2,45.50908,-73.5232,5.699,4
2488,97,161,8847.4,9.2,45.50913,-73.52322,5.801,4
2489,97,161,8853,9.2,45.50918,-73.52323,5.6,4
2490,97,161,8858.9,9.2,45.509228,-73.52325,5.9,4
2491,97,161,8864.6,9.2,45.509277,-73.523254,5.699,4
2492,97,161,8870.1,9.2,45.509327,-73.52327,5.5,4
2493,97,161,8875.9,9.2,45.509377,-73.523285,5.801,4
2494,97,162,8881.6,9.2,45.509426,-73.5233,5.699,4
2495,97,162,8887.4,9.2,45.50947,-73.52332,5.801,4
2496,97,162,8893.1,9,45.50952,-73.52333,5.699,4
2497,97,162,8898.5,9,45.50957,-73.523346,5.4,4
2498,97,162,8904.2,9,45.509617,-73.52336,5.7,4
2499,97,163,8909.5,9,45.509666,-73.52338,5.3,4
2500,97,163,8915.1,9,45.509716,-73.52339,5.6,4
2501,97,163,8920.7,9,45.509766,-73.52341,5.601,4
2502,97,163,8926.1,9,45.509815,-73.52342,5.399,4
2503,97,163,8931.6,9,45.50986,-73.52344,5.5,4
2504,97,164,8937.2,9,45.50991,-73.52346,5.601,4
2505,97,164,8942.8,9,45.509956,-73.523476,5.6,4
2506,97,164,8948.4,9,45.510006,-73.5235,5.601,4
2507,97,165,8953.7,9,45.510056,-73.523506,5.3,4
2508,97,165,8959.4,9,45.5101,-73.52352,5.7,4
2509,97,166,8965.1,9,45.51015,-73.52354,5.699,4
2510,97,166,8970.7,9,45.510197,-73.52356,5.601,4
2511,97,166,8976.3,9,45.510246,-73.52357,5.6,4
2512,97,166,8981.6,9,45.510296,-73.52358,5.3,4
2513,97,166,8987.1,9,45.51034,-73.5236,5.5,4
2514,97,166,8992.6,9,45.510395,-73.52361,5.5,4
2515,97,166,8998.2,9,45.510445,-73.52362,5.601,4
2516,97,166,9004,9,45.510494,-73.523636,5.8,4
2517,97,166,9009.6,9,45.51054,-73.52366,5.6,4
2518,97,166,9015.2,9,45.510593,-73.52367,5.601,4
2519,97,167,9020.8,9,45.51064,-73.52368,5.6,4
2520,97,167,9026.5,9,45.51069,-73.52369,5.7,4
2521,97,167,9032.1,9,45.51074,-73.5237,5.6,4
2522,97,168,9037.7,9,45.510788,-73.523705,5.601,4
2523,97,168,9043.3,8.8,45.510834,-73.52372,5.6,4
2524,97,168,9048.8,8.8,45.510883,-73.523735,5.5,4
2525,97,168,9054.3,8.8,45.510933,-73.52375,5.5,4
2526,97,168,9059.8,8.6,45.51098,-73.523766,5.5,4
2527,97,168,9065.2,8.6,45.51103,-73.52379,5.4,4
2528,97,169,9070.7,8.6,45.511074,-73.5238,5.5,4
2529,97,169,9076.1,8.6,45.511124,-73.52381,5.399,4
2530,97,169,9081.8,8.6,45.51117,-73.523834,5.7,4
2531,97,169,9087.3,8.6,45.51122,-73.52385,5.5,4
2532,97,168,9092.7,8.6,45.51127,-73.52387,5.4,4
2533,97,168,9098.4,8.4,45.51132,-73.52389,5.7,4
2534,97,168,9104,8.4,45.511368,-73.5239,5.6,4
2535,97,168,9109.8,8.4,45.511417,-73.52392,5.8,4
2536,97,168,9115.4,8.4,45.511467,-73.52393,5.601,4
2537,97,167,9121,8.4,45.511517,-73.52395,5.6,4
2538,97,167,9126.9,8.4,45.511562,-73.523964,5.9,4
2539,97,168,9132.4,8.4,45.511612,-73.52398,5.5,4
2540,97,169,9138.1,8.4,45.51166,-73.523994,5.699,4
2541,97,169,9143.8,8.4,45.511707,-73.52402,5.7,4
2542,97,169,9149.2,8.4,45.511757,-73.52403,5.4,4
2543,97,169,9154.8,8.4,45.511806,-73.52404,5.6,4
2544,97,169,9160.5,8.4,45.511856,-73.524055,5.7,4
2545,97,170,9166.1,8.6,45.511906,-73.52407,5.6,4
2546,97,170,9171.7,8.6,45.511955,-73.524086,5.601,4
2547,97,170,9177.2,8.6,45.512005,-73.5241,5.5,4
2548,97,170,9182.9,8.6,45.51206,-73.52412,5.7,4
2549,97,171,9188.6,8.6,45.512108,-73.52413,5.699,4
2550,97,171,9194.6,8.6,45.512157,-73.52415,6,4
2551,97,171,9200.4,8.8,45.512207,-73.524155,5.801,4
2552,97,172,9206.1,8.8,45.512257,-73.52417,5.699,4
2553,97,172,9211.7,8.8,45.512306,-73.524185,5.601,4
2554,97,172,9217.4,9,45.512352,-73.5242,5.7,4
2555,96,173,9223.3,9,45.5124,-73.524216,5.899,4
2556,94,173,9229,9,45.512447,-73.52422,5.7,4
2557,94,173,9234.3,9.2,45.512493,-73.52424,5.3,4
2558,96,174,9239.6,9.2,45.51254,-73.524254,5.3,4
2559,96,179,9244.6,9.2,45.512585,-73.52427,5,4
2560,96,181,9249.9,9.2,45.512634,-73.524284,5.301,4
2561,96,181,9255.2,9.2,45.512684,-73.5243,5.3,4
2562,96,183,9260.5,9.2,45.512733,-73.524315,5.3,4
2563,96,184,9266,9.2,45.51278,-73.52433,5.5,4
2564,96,185,9271.4,9.2,45.51283,-73.524345,5.4,4
2565,96,185,9277,9.2,45.51288,-73.52437,5.6,4
2566,99,185,9282.6,9.2,45.512928,-73.52438,5.6,4
2567,98,186,9288.1,9.4,45.512974,-73.52441,5.5,4
2568,98,186,9294,9.4,45.513023,-73.52442,5.9,4
2569,97,187,9299.8,9.4,45.513073,-73.52444,5.8,4
2570,97,187,9305.7,9.4,45.513123,-73.52445,5.9,4
2571,97,187,9311.2,9.6,45.513172,-73.52447,5.5,4
2572,97,188,9316.8,9.6,45.513226,-73.52448,5.6,4
2573,97,188,9322.6,9.8,45.513275,-73.5245,5.8,4
2574,98,189,9328.6,9.8,45.513325,-73.52451,6,4
2575,98,189,9334.5,9.8,45.513374,-73.52451,5.9,4
2576,97,189,9340.1,10,45.513424,-73.52453,5.6,4
2577,97,189,9345.7,10,45.51347,-73.52454,5.601,4
2578,97,190,9351.3,10,45.51352,-73.52455,5.6,4
2579,97,190,9356.7,10,45.513565,-73.52457,5.4,4
2580,97,190,9362.4,10,45.513615,-73.52458,5.7,4
2581,97,190,9367.9,10,45.51366,-73.52459,5.5,4
2582,97,190,9373,10,45.51371,-73.524605,5.1,4
2583,97,191,9378.2,10,45.513756,-73.52462,5.2,4
2584,97,192,9383.5,10,45.5138,-73.524635,5.3,4
2585,97,192,9389.1,10,45.51385,-73.52465,5.6,4
2586,97,192,9394.3,10,45.5139,-73.524666,5.2,4
2587,97,192,9399.7,10,45.513947,-73.52468,5.4,4
2588,97,192,9405.4,10,45.514,-73.5247,5.7,4
2589,97,192,9410.9,10,45.51405,-73.52471,5.5,4
2590,98,192,9416.8,10,45.514103,-73.524734,5.899,4
2591,98,192,9422.6,9.8,45.514153,-73.52475,5.8,4
2592,97,192,9428.4,9.8,45.514202,-73.52477,5.801,4
2593,97,192,9434.5,9.8,45.51425,-73.52479,6.1,4
2594,97,191,9440.4,9.6,45.514305,-73.52481,5.9,4
2595,97,191,9446.6,9.6,45.51435,-73.524826,6.199,4
2596,97,191,9452.5,9.4,45.514397,-73.52485,5.9,4
2597,97,191,9458.3,9.4,45.514446,-73.524864,5.8,4
2598,97,191,9463.9,9.2,45.514496,-73.52488,5.601,4
2599,97,190,9469.5,9.2,45.514545,-73.524895,5.6,4
2600,97,189,9475.2,9.2,45.514595,-73.52491,5.7,4
2601,97,189,9480.8,9.2,45.51465,-73.524925,5.6,4
2602,97,188,9486.3,9.2,45.514698,-73.52493,5.5,4
2603,97,186,9491.9,9.2,45.514748,-73.52495,5.601,4
2604,97,185,9497.5,9.2,45.514793,-73.52496,5.6,4
2605,97,184,9503.2,9.2,45.514843,-73.52498,5.7,4
2606,97,184,9508.9,9.2,45.514885,-73.525,5.7,4
2607,97,184,9514.4,9.2,45.514935,-73.52501,5.5,4
2608,97,184,9519.5,9.2,45.51498,-73.525024,5.1,4
2609,97,183,9524.9,9.2,45.51503,-73.52504,5.4,4
2610,97,183,9530.3,9.2,45.515076,-73.52505,5.399,4
2611,97,183,9535.5,9.2,45.515125,-73.52504,5.2,4
2612,97,183,9540.7,9.2,45.51518,-73.525055,5.2,4
2613,97,183,9546,9.2,45.51523,-73.52507,5.3,4
2614,97,184,9551.7,9.2,45.515278,-73.525085,5.7,4
2615,97,184,9557.5,9.2,45.515327,-73.5251,5.8,4
2616,95,184,9563,9.2,45.515373,-73.525116,5.5,4
2617,94,185,9569,9.2,45.515423,-73.52513,6,4
2618,94,185,9574.4,9.2,45.51547,-73.52515,5.4,4
2619,95,187,9580.1,9.2,45.515514,-73.52517,5.699,4
2620,96,189,9585.8,9.2,45.51556,-73.52519,5.7,4
2621,96,189,9591.2,9.2,45.515602,-73.525215,5.4,4
2622,96,190,9596.5,9,45.51565,-73.52522,5.3,4
2623,96,190,9601.5,9,45.515697,-73.52524,5,4
2624,96,190,9606.7,9,45.515747,-73.52524,5.2,4
2625,96,190,9612.1,9,45.515797,-73.52525,5.399,4
